id,text,tweet_len,text_links,text_newline,text_punct,text_token,text_stop,token_bigrams,token_trigrams,sentiment,value
smartassson,@JayandChrissy2 @Credico2016 @realDonaldTrump They make nuclear weapons out  of uranium if that’s not treason I don… https://t.co/6UzD02OMTJ,140,@JayandChrissy2 @Credico2016 @realDonaldTrump They make nuclear weapons out  of uranium if that’s not treason I don… ,@JayandChrissy2 @Credico2016 @realDonaldTrump They make nuclear weapons out  of uranium if that’s not treason I don… ,@JayandChrissy2 @Credico2016 @realDonaldTrump They make nuclear weapons out  of uranium if that’s not treason I don… ,"['@JayandChrissy2', '@Credico2016', '@realDonaldTrump', 'They', 'make', 'nuclear', 'weapons', 'out', '', 'of', 'uranium', 'if', 'that’s', 'not', 'treason', 'I', 'don…', '']",@JayandChrissy2 @Credico2016 @realDonaldTrump They make nuclear weapons  uranium that’s treason I don… ,"[('@JayandChrissy2', '@Credico2016'), ('@Credico2016', '@realDonaldTrump'), ('@realDonaldTrump', 'They'), ('They', 'make'), ('make', 'nuclear'), ('nuclear', 'weapons'), ('weapons', 'out'), ('out', ''), ('', 'of'), ('of', 'uranium'), ('uranium', 'if'), ('if', 'that’s'), ('that’s', 'not'), ('not', 'treason'), ('treason', 'I'), ('I', 'don…'), ('don…', '')]","[('@JayandChrissy2', '@Credico2016', '@realDonaldTrump'), ('@Credico2016', '@realDonaldTrump', 'They'), ('@realDonaldTrump', 'They', 'make'), ('They', 'make', 'nuclear'), ('make', 'nuclear', 'weapons'), ('nuclear', 'weapons', 'out'), ('weapons', 'out', ''), ('out', '', 'of'), ('', 'of', 'uranium'), ('of', 'uranium', 'if'), ('uranium', 'if', 'that’s'), ('if', 'that’s', 'not'), ('that’s', 'not', 'treason'), ('not', 'treason', 'I'), ('treason', 'I', 'don…'), ('I', 'don…', '')]",Negative,1
Rapunzel46,"RT @ProudResister: Dear Federal Workers,

I heard you received a memo that violates your right to free speech and forbids you from using th…",140,"RT @ProudResister: Dear Federal Workers,

I heard you received a memo that violates your right to free speech and forbids you from using th…","RT @ProudResister: Dear Federal Workers,I heard you received a memo that violates your right to free speech and forbids you from using th…",RT @ProudResister Dear Federal WorkersI heard you received a memo that violates your right to free speech and forbids you from using th…,"['RT', '@ProudResister', 'Dear', 'Federal', 'WorkersI', 'heard', 'you', 'received', 'a', 'memo', 'that', 'violates', 'your', 'right', 'to', 'free', 'speech', 'and', 'forbids', 'you', 'from', 'using', 'th…']",RT @ProudResister Dear Federal WorkersI heard received memo violates right free speech forbids using th…,"[('RT', '@ProudResister'), ('@ProudResister', 'Dear'), ('Dear', 'Federal'), ('Federal', 'WorkersI'), ('WorkersI', 'heard'), ('heard', 'you'), ('you', 'received'), ('received', 'a'), ('a', 'memo'), ('memo', 'that'), ('that', 'violates'), ('violates', 'your'), ('your', 'right'), ('right', 'to'), ('to', 'free'), ('free', 'speech'), ('speech', 'and'), ('and', 'forbids'), ('forbids', 'you'), ('you', 'from'), ('from', 'using'), ('using', 'th…')]","[('RT', '@ProudResister', 'Dear'), ('@ProudResister', 'Dear', 'Federal'), ('Dear', 'Federal', 'WorkersI'), ('Federal', 'WorkersI', 'heard'), ('WorkersI', 'heard', 'you'), ('heard', 'you', 'received'), ('you', 'received', 'a'), ('received', 'a', 'memo'), ('a', 'memo', 'that'), ('memo', 'that', 'violates'), ('that', 'violates', 'your'), ('violates', 'your', 'right'), ('your', 'right', 'to'), ('right', 'to', 'free'), ('to', 'free', 'speech'), ('free', 'speech', 'and'), ('speech', 'and', 'forbids'), ('and', 'forbids', 'you'), ('forbids', 'you', 'from'), ('you', 'from', 'using'), ('from', 'using', 'th…')]",Negative,1
DiazInman,RT @g_pleasant: I wonder if Trump said this where would CNN and MSNBC be ? https://t.co/iD2IdA0whu,98,RT @g_pleasant: I wonder if Trump said this where would CNN and MSNBC be ? ,RT @g_pleasant: I wonder if Trump said this where would CNN and MSNBC be ? ,RT @gpleasant I wonder if Trump said this where would CNN and MSNBC be  ,"['RT', '@gpleasant', 'I', 'wonder', 'if', 'Trump', 'said', 'this', 'where', 'would', 'CNN', 'and', 'MSNBC', 'be', '', '']",RT @gpleasant I wonder Trump said would CNN MSNBC  ,"[('RT', '@gpleasant'), ('@gpleasant', 'I'), ('I', 'wonder'), ('wonder', 'if'), ('if', 'Trump'), ('Trump', 'said'), ('said', 'this'), ('this', 'where'), ('where', 'would'), ('would', 'CNN'), ('CNN', 'and'), ('and', 'MSNBC'), ('MSNBC', 'be'), ('be', ''), ('', '')]","[('RT', '@gpleasant', 'I'), ('@gpleasant', 'I', 'wonder'), ('I', 'wonder', 'if'), ('wonder', 'if', 'Trump'), ('if', 'Trump', 'said'), ('Trump', 'said', 'this'), ('said', 'this', 'where'), ('this', 'where', 'would'), ('where', 'would', 'CNN'), ('would', 'CNN', 'and'), ('CNN', 'and', 'MSNBC'), ('and', 'MSNBC', 'be'), ('MSNBC', 'be', ''), ('be', '', '')]",Negative,1
jdlaroo,@weavebe @MollyJongFast @realDonaldTrump the biggest leaker of them all. &amp; he loves to get leaked on.,105,@weavebe @MollyJongFast @realDonaldTrump the biggest leaker of them all. &amp; he loves to get leaked on.,@weavebe @MollyJongFast @realDonaldTrump the biggest leaker of them all. &amp; he loves to get leaked on.,@weavebe @MollyJongFast @realDonaldTrump the biggest leaker of them all amp he loves to get leaked on,"['@weavebe', '@MollyJongFast', '@realDonaldTrump', 'the', 'biggest', 'leaker', 'of', 'them', 'all', 'amp', 'he', 'loves', 'to', 'get', 'leaked', 'on']",@weavebe @MollyJongFast @realDonaldTrump biggest leaker amp loves get leaked,"[('@weavebe', '@MollyJongFast'), ('@MollyJongFast', '@realDonaldTrump'), ('@realDonaldTrump', 'the'), ('the', 'biggest'), ('biggest', 'leaker'), ('leaker', 'of'), ('of', 'them'), ('them', 'all'), ('all', 'amp'), ('amp', 'he'), ('he', 'loves'), ('loves', 'to'), ('to', 'get'), ('get', 'leaked'), ('leaked', 'on')]","[('@weavebe', '@MollyJongFast', '@realDonaldTrump'), ('@MollyJongFast', '@realDonaldTrump', 'the'), ('@realDonaldTrump', 'the', 'biggest'), ('the', 'biggest', 'leaker'), ('biggest', 'leaker', 'of'), ('leaker', 'of', 'them'), ('of', 'them', 'all'), ('them', 'all', 'amp'), ('all', 'amp', 'he'), ('amp', 'he', 'loves'), ('he', 'loves', 'to'), ('loves', 'to', 'get'), ('to', 'get', 'leaked'), ('get', 'leaked', 'on')]",Negative,1
Turns1701e,"RT @SethAbramson: Trump's ""tell"" when he's guilty:

➡️ I didn't do a Trump Tower Moscow deal—but if would've been OK if I did.
➡️ I didn't…",139,"RT @SethAbramson: Trump's ""tell"" when he's guilty:

➡️ I didn't do a Trump Tower Moscow deal—but if would've been OK if I did.
➡️ I didn't…","RT @SethAbramson: Trump's ""tell"" when he's guilty:➡️ I didn't do a Trump Tower Moscow deal—but if would've been OK if I did.➡️ I didn't…",RT @SethAbramson Trumps tell when hes guilty➡️ I didnt do a Trump Tower Moscow deal—but if wouldve been OK if I did➡️ I didnt…,"['RT', '@SethAbramson', 'Trumps', 'tell', 'when', 'hes', 'guilty➡️', 'I', 'didnt', 'do', 'a', 'Trump', 'Tower', 'Moscow', 'deal—but', 'if', 'wouldve', 'been', 'OK', 'if', 'I', 'did➡️', 'I', 'didnt…']",RT @SethAbramson Trumps tell hes guilty➡️ I didnt Trump Tower Moscow deal—but wouldve OK I did➡️ I didnt…,"[('RT', '@SethAbramson'), ('@SethAbramson', 'Trumps'), ('Trumps', 'tell'), ('tell', 'when'), ('when', 'hes'), ('hes', 'guilty➡️'), ('guilty➡️', 'I'), ('I', 'didnt'), ('didnt', 'do'), ('do', 'a'), ('a', 'Trump'), ('Trump', 'Tower'), ('Tower', 'Moscow'), ('Moscow', 'deal—but'), ('deal—but', 'if'), ('if', 'wouldve'), ('wouldve', 'been'), ('been', 'OK'), ('OK', 'if'), ('if', 'I'), ('I', 'did➡️'), ('did➡️', 'I'), ('I', 'didnt…')]","[('RT', '@SethAbramson', 'Trumps'), ('@SethAbramson', 'Trumps', 'tell'), ('Trumps', 'tell', 'when'), ('tell', 'when', 'hes'), ('when', 'hes', 'guilty➡️'), ('hes', 'guilty➡️', 'I'), ('guilty➡️', 'I', 'didnt'), ('I', 'didnt', 'do'), ('didnt', 'do', 'a'), ('do', 'a', 'Trump'), ('a', 'Trump', 'Tower'), ('Trump', 'Tower', 'Moscow'), ('Tower', 'Moscow', 'deal—but'), ('Moscow', 'deal—but', 'if'), ('deal—but', 'if', 'wouldve'), ('if', 'wouldve', 'been'), ('wouldve', 'been', 'OK'), ('been', 'OK', 'if'), ('OK', 'if', 'I'), ('if', 'I', 'did➡️'), ('I', 'did➡️', 'I'), ('did➡️', 'I', 'didnt…')]",Negative,1
GC78ua1,RT @kenvogel: NEW: Former top TRUMP fundraiser @ELLIOTT_BROIDY accepted at least $6M in laundered money to lobby the Trump administration t…,140,RT @kenvogel: NEW: Former top TRUMP fundraiser @ELLIOTT_BROIDY accepted at least $6M in laundered money to lobby the Trump administration t…,RT @kenvogel: NEW: Former top TRUMP fundraiser @ELLIOTT_BROIDY accepted at least $6M in laundered money to lobby the Trump administration t…,RT @kenvogel NEW Former top TRUMP fundraiser @ELLIOTTBROIDY accepted at least 6M in laundered money to lobby the Trump administration t…,"['RT', '@kenvogel', 'NEW', 'Former', 'top', 'TRUMP', 'fundraiser', '@ELLIOTTBROIDY', 'accepted', 'at', 'least', '6M', 'in', 'laundered', 'money', 'to', 'lobby', 'the', 'Trump', 'administration', 't…']",RT @kenvogel NEW Former top TRUMP fundraiser @ELLIOTTBROIDY accepted least 6M laundered money lobby Trump administration t…,"[('RT', '@kenvogel'), ('@kenvogel', 'NEW'), ('NEW', 'Former'), ('Former', 'top'), ('top', 'TRUMP'), ('TRUMP', 'fundraiser'), ('fundraiser', '@ELLIOTTBROIDY'), ('@ELLIOTTBROIDY', 'accepted'), ('accepted', 'at'), ('at', 'least'), ('least', '6M'), ('6M', 'in'), ('in', 'laundered'), ('laundered', 'money'), ('money', 'to'), ('to', 'lobby'), ('lobby', 'the'), ('the', 'Trump'), ('Trump', 'administration'), ('administration', 't…')]","[('RT', '@kenvogel', 'NEW'), ('@kenvogel', 'NEW', 'Former'), ('NEW', 'Former', 'top'), ('Former', 'top', 'TRUMP'), ('top', 'TRUMP', 'fundraiser'), ('TRUMP', 'fundraiser', '@ELLIOTTBROIDY'), ('fundraiser', '@ELLIOTTBROIDY', 'accepted'), ('@ELLIOTTBROIDY', 'accepted', 'at'), ('accepted', 'at', 'least'), ('at', 'least', '6M'), ('least', '6M', 'in'), ('6M', 'in', 'laundered'), ('in', 'laundered', 'money'), ('laundered', 'money', 'to'), ('money', 'to', 'lobby'), ('to', 'lobby', 'the'), ('lobby', 'the', 'Trump'), ('the', 'Trump', 'administration'), ('Trump', 'administration', 't…')]",Negative,1
ReutersWorld,Trump confirms meeting with China's Xi on Saturday https://t.co/4kPQUzj8b5,74,Trump confirms meeting with China's Xi on Saturday ,Trump confirms meeting with China's Xi on Saturday ,Trump confirms meeting with Chinas Xi on Saturday ,"['Trump', 'confirms', 'meeting', 'with', 'Chinas', 'Xi', 'on', 'Saturday', '']",Trump confirms meeting Chinas Xi Saturday ,"[('Trump', 'confirms'), ('confirms', 'meeting'), ('meeting', 'with'), ('with', 'Chinas'), ('Chinas', 'Xi'), ('Xi', 'on'), ('on', 'Saturday'), ('Saturday', '')]","[('Trump', 'confirms', 'meeting'), ('confirms', 'meeting', 'with'), ('meeting', 'with', 'Chinas'), ('with', 'Chinas', 'Xi'), ('Chinas', 'Xi', 'on'), ('Xi', 'on', 'Saturday'), ('on', 'Saturday', '')]",Neutral,2
stormestone,"RT @sc_lorraine: How is this ok??? 😠
Bette Midler Fantasizes About Trump and His Family Hanged 'Good and High' https://t.co/REsgAGNn5f",134,"RT @sc_lorraine: How is this ok??? 😠
Bette Midler Fantasizes About Trump and His Family Hanged 'Good and High' ",RT @sc_lorraine: How is this ok??? 😠Bette Midler Fantasizes About Trump and His Family Hanged 'Good and High' ,RT @sclorraine How is this ok 😠Bette Midler Fantasizes About Trump and His Family Hanged Good and High ,"['RT', '@sclorraine', 'How', 'is', 'this', 'ok', '😠Bette', 'Midler', 'Fantasizes', 'About', 'Trump', 'and', 'His', 'Family', 'Hanged', 'Good', 'and', 'High', '']",RT @sclorraine How ok 😠Bette Midler Fantasizes About Trump His Family Hanged Good High ,"[('RT', '@sclorraine'), ('@sclorraine', 'How'), ('How', 'is'), ('is', 'this'), ('this', 'ok'), ('ok', '😠Bette'), ('😠Bette', 'Midler'), ('Midler', 'Fantasizes'), ('Fantasizes', 'About'), ('About', 'Trump'), ('Trump', 'and'), ('and', 'His'), ('His', 'Family'), ('Family', 'Hanged'), ('Hanged', 'Good'), ('Good', 'and'), ('and', 'High'), ('High', '')]","[('RT', '@sclorraine', 'How'), ('@sclorraine', 'How', 'is'), ('How', 'is', 'this'), ('is', 'this', 'ok'), ('this', 'ok', '😠Bette'), ('ok', '😠Bette', 'Midler'), ('😠Bette', 'Midler', 'Fantasizes'), ('Midler', 'Fantasizes', 'About'), ('Fantasizes', 'About', 'Trump'), ('About', 'Trump', 'and'), ('Trump', 'and', 'His'), ('and', 'His', 'Family'), ('His', 'Family', 'Hanged'), ('Family', 'Hanged', 'Good'), ('Hanged', 'Good', 'and'), ('Good', 'and', 'High'), ('and', 'High', '')]",Negative,1
Nanocyborgasm,"RT @iamwandasykes: I’m pretty sure we’ve had Presidents who were racist, sexist, a bigot, a liar, and/or a xenophobe...but I’m 💯percent sur…",140,"RT @iamwandasykes: I’m pretty sure we’ve had Presidents who were racist, sexist, a bigot, a liar, and/or a xenophobe...but I’m 💯percent sur…","RT @iamwandasykes: I’m pretty sure we’ve had Presidents who were racist, sexist, a bigot, a liar, and/or a xenophobe...but I’m 💯percent sur…",RT @iamwandasykes I’m pretty sure we’ve had Presidents who were racist sexist a bigot a liar andor a xenophobebut I’m 💯percent sur…,"['RT', '@iamwandasykes', 'I’m', 'pretty', 'sure', 'we’ve', 'had', 'Presidents', 'who', 'were', 'racist', 'sexist', 'a', 'bigot', 'a', 'liar', 'andor', 'a', 'xenophobebut', 'I’m', '💯percent', 'sur…']",RT @iamwandasykes I’m pretty sure we’ve Presidents racist sexist bigot liar andor xenophobebut I’m 💯percent sur…,"[('RT', '@iamwandasykes'), ('@iamwandasykes', 'I’m'), ('I’m', 'pretty'), ('pretty', 'sure'), ('sure', 'we’ve'), ('we’ve', 'had'), ('had', 'Presidents'), ('Presidents', 'who'), ('who', 'were'), ('were', 'racist'), ('racist', 'sexist'), ('sexist', 'a'), ('a', 'bigot'), ('bigot', 'a'), ('a', 'liar'), ('liar', 'andor'), ('andor', 'a'), ('a', 'xenophobebut'), ('xenophobebut', 'I’m'), ('I’m', '💯percent'), ('💯percent', 'sur…')]","[('RT', '@iamwandasykes', 'I’m'), ('@iamwandasykes', 'I’m', 'pretty'), ('I’m', 'pretty', 'sure'), ('pretty', 'sure', 'we’ve'), ('sure', 'we’ve', 'had'), ('we’ve', 'had', 'Presidents'), ('had', 'Presidents', 'who'), ('Presidents', 'who', 'were'), ('who', 'were', 'racist'), ('were', 'racist', 'sexist'), ('racist', 'sexist', 'a'), ('sexist', 'a', 'bigot'), ('a', 'bigot', 'a'), ('bigot', 'a', 'liar'), ('a', 'liar', 'andor'), ('liar', 'andor', 'a'), ('andor', 'a', 'xenophobebut'), ('a', 'xenophobebut', 'I’m'), ('xenophobebut', 'I’m', '💯percent'), ('I’m', '💯percent', 'sur…')]",Negative,1
Wendelljo53,RT @renato_mariotti: THREAD: What does Michael Cohen's sentencing submission tell us about his cooperation against Trump and the potential…,139,RT @renato_mariotti: THREAD: What does Michael Cohen's sentencing submission tell us about his cooperation against Trump and the potential…,RT @renato_mariotti: THREAD: What does Michael Cohen's sentencing submission tell us about his cooperation against Trump and the potential…,RT @renatomariotti THREAD What does Michael Cohens sentencing submission tell us about his cooperation against Trump and the potential…,"['RT', '@renatomariotti', 'THREAD', 'What', 'does', 'Michael', 'Cohens', 'sentencing', 'submission', 'tell', 'us', 'about', 'his', 'cooperation', 'against', 'Trump', 'and', 'the', 'potential…']",RT @renatomariotti THREAD What Michael Cohens sentencing submission tell us cooperation Trump potential…,"[('RT', '@renatomariotti'), ('@renatomariotti', 'THREAD'), ('THREAD', 'What'), ('What', 'does'), ('does', 'Michael'), ('Michael', 'Cohens'), ('Cohens', 'sentencing'), ('sentencing', 'submission'), ('submission', 'tell'), ('tell', 'us'), ('us', 'about'), ('about', 'his'), ('his', 'cooperation'), ('cooperation', 'against'), ('against', 'Trump'), ('Trump', 'and'), ('and', 'the'), ('the', 'potential…')]","[('RT', '@renatomariotti', 'THREAD'), ('@renatomariotti', 'THREAD', 'What'), ('THREAD', 'What', 'does'), ('What', 'does', 'Michael'), ('does', 'Michael', 'Cohens'), ('Michael', 'Cohens', 'sentencing'), ('Cohens', 'sentencing', 'submission'), ('sentencing', 'submission', 'tell'), ('submission', 'tell', 'us'), ('tell', 'us', 'about'), ('us', 'about', 'his'), ('about', 'his', 'cooperation'), ('his', 'cooperation', 'against'), ('cooperation', 'against', 'Trump'), ('against', 'Trump', 'and'), ('Trump', 'and', 'the'), ('and', 'the', 'potential…')]",Negative,1
Trumpgot2go,"RT @RepJeffries: Russia scandal continues to grow. Fake deals being negotiated. Trump having a meltdown. Through it all, we remain focused…",139,"RT @RepJeffries: Russia scandal continues to grow. Fake deals being negotiated. Trump having a meltdown. Through it all, we remain focused…","RT @RepJeffries: Russia scandal continues to grow. Fake deals being negotiated. Trump having a meltdown. Through it all, we remain focused…",RT @RepJeffries Russia scandal continues to grow Fake deals being negotiated Trump having a meltdown Through it all we remain focused…,"['RT', '@RepJeffries', 'Russia', 'scandal', 'continues', 'to', 'grow', 'Fake', 'deals', 'being', 'negotiated', 'Trump', 'having', 'a', 'meltdown', 'Through', 'it', 'all', 'we', 'remain', 'focused…']",RT @RepJeffries Russia scandal continues grow Fake deals negotiated Trump meltdown Through remain focused…,"[('RT', '@RepJeffries'), ('@RepJeffries', 'Russia'), ('Russia', 'scandal'), ('scandal', 'continues'), ('continues', 'to'), ('to', 'grow'), ('grow', 'Fake'), ('Fake', 'deals'), ('deals', 'being'), ('being', 'negotiated'), ('negotiated', 'Trump'), ('Trump', 'having'), ('having', 'a'), ('a', 'meltdown'), ('meltdown', 'Through'), ('Through', 'it'), ('it', 'all'), ('all', 'we'), ('we', 'remain'), ('remain', 'focused…')]","[('RT', '@RepJeffries', 'Russia'), ('@RepJeffries', 'Russia', 'scandal'), ('Russia', 'scandal', 'continues'), ('scandal', 'continues', 'to'), ('continues', 'to', 'grow'), ('to', 'grow', 'Fake'), ('grow', 'Fake', 'deals'), ('Fake', 'deals', 'being'), ('deals', 'being', 'negotiated'), ('being', 'negotiated', 'Trump'), ('negotiated', 'Trump', 'having'), ('Trump', 'having', 'a'), ('having', 'a', 'meltdown'), ('a', 'meltdown', 'Through'), ('meltdown', 'Through', 'it'), ('Through', 'it', 'all'), ('it', 'all', 'we'), ('all', 'we', 'remain'), ('we', 'remain', 'focused…')]",Negative,1
fibarda,"RT @DeplorableJuJuV: 💥We Are Taking Back Our Country #PatriotsFight💥

📢 #ClearFlynnNow #defend2A #DeepStateIsReal📢

🌄#GreatAwakening 🌧️#The…",140,"RT @DeplorableJuJuV: 💥We Are Taking Back Our Country #PatriotsFight💥

📢 #ClearFlynnNow #defend2A #DeepStateIsReal📢

🌄#GreatAwakening 🌧️#The…",RT @DeplorableJuJuV: 💥We Are Taking Back Our Country #PatriotsFight💥📢 #ClearFlynnNow #defend2A #DeepStateIsReal📢🌄#GreatAwakening 🌧️#The…,RT @DeplorableJuJuV 💥We Are Taking Back Our Country #PatriotsFight💥📢 #ClearFlynnNow #defend2A #DeepStateIsReal📢🌄#GreatAwakening 🌧️#The…,"['RT', '@DeplorableJuJuV', '💥We', 'Are', 'Taking', 'Back', 'Our', 'Country', '#PatriotsFight💥📢', '#ClearFlynnNow', '#defend2A', '#DeepStateIsReal📢🌄#GreatAwakening', '🌧️#The…']",RT @DeplorableJuJuV 💥We Are Taking Back Our Country #PatriotsFight💥📢 #ClearFlynnNow #defend2A #DeepStateIsReal📢🌄#GreatAwakening 🌧️#The…,"[('RT', '@DeplorableJuJuV'), ('@DeplorableJuJuV', '💥We'), ('💥We', 'Are'), ('Are', 'Taking'), ('Taking', 'Back'), ('Back', 'Our'), ('Our', 'Country'), ('Country', '#PatriotsFight💥📢'), ('#PatriotsFight💥📢', '#ClearFlynnNow'), ('#ClearFlynnNow', '#defend2A'), ('#defend2A', '#DeepStateIsReal📢🌄#GreatAwakening'), ('#DeepStateIsReal📢🌄#GreatAwakening', '🌧️#The…')]","[('RT', '@DeplorableJuJuV', '💥We'), ('@DeplorableJuJuV', '💥We', 'Are'), ('💥We', 'Are', 'Taking'), ('Are', 'Taking', 'Back'), ('Taking', 'Back', 'Our'), ('Back', 'Our', 'Country'), ('Our', 'Country', '#PatriotsFight💥📢'), ('Country', '#PatriotsFight💥📢', '#ClearFlynnNow'), ('#PatriotsFight💥📢', '#ClearFlynnNow', '#defend2A'), ('#ClearFlynnNow', '#defend2A', '#DeepStateIsReal📢🌄#GreatAwakening'), ('#defend2A', '#DeepStateIsReal📢🌄#GreatAwakening', '🌧️#The…')]",Negative,1
RobertEONeill4,RT @SetonMotley: At what point do we stop blaming all the bad reporting on stupidity - and start instead blaming conscious intent? https://…,140,RT @SetonMotley: At what point do we stop blaming all the bad reporting on stupidity - and start instead blaming conscious intent? ,RT @SetonMotley: At what point do we stop blaming all the bad reporting on stupidity - and start instead blaming conscious intent? ,RT @SetonMotley At what point do we stop blaming all the bad reporting on stupidity  and start instead blaming conscious intent ,"['RT', '@SetonMotley', 'At', 'what', 'point', 'do', 'we', 'stop', 'blaming', 'all', 'the', 'bad', 'reporting', 'on', 'stupidity', '', 'and', 'start', 'instead', 'blaming', 'conscious', 'intent', '']",RT @SetonMotley At point stop blaming bad reporting stupidity  start instead blaming conscious intent ,"[('RT', '@SetonMotley'), ('@SetonMotley', 'At'), ('At', 'what'), ('what', 'point'), ('point', 'do'), ('do', 'we'), ('we', 'stop'), ('stop', 'blaming'), ('blaming', 'all'), ('all', 'the'), ('the', 'bad'), ('bad', 'reporting'), ('reporting', 'on'), ('on', 'stupidity'), ('stupidity', ''), ('', 'and'), ('and', 'start'), ('start', 'instead'), ('instead', 'blaming'), ('blaming', 'conscious'), ('conscious', 'intent'), ('intent', '')]","[('RT', '@SetonMotley', 'At'), ('@SetonMotley', 'At', 'what'), ('At', 'what', 'point'), ('what', 'point', 'do'), ('point', 'do', 'we'), ('do', 'we', 'stop'), ('we', 'stop', 'blaming'), ('stop', 'blaming', 'all'), ('blaming', 'all', 'the'), ('all', 'the', 'bad'), ('the', 'bad', 'reporting'), ('bad', 'reporting', 'on'), ('reporting', 'on', 'stupidity'), ('on', 'stupidity', ''), ('stupidity', '', 'and'), ('', 'and', 'start'), ('and', 'start', 'instead'), ('start', 'instead', 'blaming'), ('instead', 'blaming', 'conscious'), ('blaming', 'conscious', 'intent'), ('conscious', 'intent', '')]",Negative,1
VeronicaAddlem1,"@benwikler Like tRump, pettiness and pure mean spirited tactics are a Republican way of disempowering the will of t… https://t.co/a4AIVFC9c6",140,"@benwikler Like tRump, pettiness and pure mean spirited tactics are a Republican way of disempowering the will of t… ","@benwikler Like tRump, pettiness and pure mean spirited tactics are a Republican way of disempowering the will of t… ",@benwikler Like tRump pettiness and pure mean spirited tactics are a Republican way of disempowering the will of t… ,"['@benwikler', 'Like', 'tRump', 'pettiness', 'and', 'pure', 'mean', 'spirited', 'tactics', 'are', 'a', 'Republican', 'way', 'of', 'disempowering', 'the', 'will', 'of', 't…', '']",@benwikler Like tRump pettiness pure mean spirited tactics Republican way disempowering t… ,"[('@benwikler', 'Like'), ('Like', 'tRump'), ('tRump', 'pettiness'), ('pettiness', 'and'), ('and', 'pure'), ('pure', 'mean'), ('mean', 'spirited'), ('spirited', 'tactics'), ('tactics', 'are'), ('are', 'a'), ('a', 'Republican'), ('Republican', 'way'), ('way', 'of'), ('of', 'disempowering'), ('disempowering', 'the'), ('the', 'will'), ('will', 'of'), ('of', 't…'), ('t…', '')]","[('@benwikler', 'Like', 'tRump'), ('Like', 'tRump', 'pettiness'), ('tRump', 'pettiness', 'and'), ('pettiness', 'and', 'pure'), ('and', 'pure', 'mean'), ('pure', 'mean', 'spirited'), ('mean', 'spirited', 'tactics'), ('spirited', 'tactics', 'are'), ('tactics', 'are', 'a'), ('are', 'a', 'Republican'), ('a', 'Republican', 'way'), ('Republican', 'way', 'of'), ('way', 'of', 'disempowering'), ('of', 'disempowering', 'the'), ('disempowering', 'the', 'will'), ('the', 'will', 'of'), ('will', 'of', 't…'), ('of', 't…', '')]",Positive,3
GavinGr90576041,@piersmorgan It was inevitable that journalists would use George Bush's death as a goad to taunt Donald Trump. As a… https://t.co/LSoe4EGROW,140,@piersmorgan It was inevitable that journalists would use George Bush's death as a goad to taunt Donald Trump. As a… ,@piersmorgan It was inevitable that journalists would use George Bush's death as a goad to taunt Donald Trump. As a… ,@piersmorgan It was inevitable that journalists would use George Bushs death as a goad to taunt Donald Trump As a… ,"['@piersmorgan', 'It', 'was', 'inevitable', 'that', 'journalists', 'would', 'use', 'George', 'Bushs', 'death', 'as', 'a', 'goad', 'to', 'taunt', 'Donald', 'Trump', 'As', 'a…', '']",@piersmorgan It inevitable journalists would use George Bushs death goad taunt Donald Trump As a… ,"[('@piersmorgan', 'It'), ('It', 'was'), ('was', 'inevitable'), ('inevitable', 'that'), ('that', 'journalists'), ('journalists', 'would'), ('would', 'use'), ('use', 'George'), ('George', 'Bushs'), ('Bushs', 'death'), ('death', 'as'), ('as', 'a'), ('a', 'goad'), ('goad', 'to'), ('to', 'taunt'), ('taunt', 'Donald'), ('Donald', 'Trump'), ('Trump', 'As'), ('As', 'a…'), ('a…', '')]","[('@piersmorgan', 'It', 'was'), ('It', 'was', 'inevitable'), ('was', 'inevitable', 'that'), ('inevitable', 'that', 'journalists'), ('that', 'journalists', 'would'), ('journalists', 'would', 'use'), ('would', 'use', 'George'), ('use', 'George', 'Bushs'), ('George', 'Bushs', 'death'), ('Bushs', 'death', 'as'), ('death', 'as', 'a'), ('as', 'a', 'goad'), ('a', 'goad', 'to'), ('goad', 'to', 'taunt'), ('to', 'taunt', 'Donald'), ('taunt', 'Donald', 'Trump'), ('Donald', 'Trump', 'As'), ('Trump', 'As', 'a…'), ('As', 'a…', '')]",Negative,1
